sexo;edad;medio_transporte;conducta;modalidad;conducta_especial;arma_medio;nombre_barrio;lugar;bien;categoria_bien;grupo_bien;color;Tapabocas;Capuchas;Gorras;Actitud_nerviosa;llena_vacia;dia_noche;Robo
Hombre;24;Transmilenio;;;;;Villas del Mediterr�neo;;;;;;si;si;si;si;vacia;noche;no
Hombre;25;Transmilenio;;;;;Bosque de Pinos;;;;;;si;no;si;no;llena;dia;no
Hombre;50;Transmilenio;;;;;Cedro Salazar;;;;;;si;si;si;no;llena;noche;no
Mujer;47;Transmilenio;;;;;La Sonora;;;;;;si;no;no;no;llena;dia;no
Mujer;48;Transmilenio;;;;;Los Cedros;;;;;;no;no;si;si;llena;dia;no
Mujer;67;Transmilenio;;;;;Canaima;;;;;;no;si;si;si;llena;dia;no
Mujer;19;Transmilenio;;;;;Torca;;;;;;si;no;si;si;llena;noche;no
Mujer;68;Transmilenio;;;;;La Floresta de La Sabana�;;;;;;no;no;si;si;llena;noche;no
Hombre;27;Transmilenio;;;;;Altos de Serrezuela;;;;;;no;no;no;si;vacia;noche;no
Mujer;73;Transmilenio;;;;;Balcones de Vista;;;;;;no;si;no;no;vacia;dia;no
Hombre;75;Transmilenio;;;;;Balmoral�;;;;;;si;si;no;no;vacia;dia;no
Mujer;70;Transmilenio;;;;;Buenavista;;;;;;si;si;si;si;llena;dia;no
Mujer;48;Transmilenio;;;;;El Codito;;;;;;no;no;si;no;llena;noche;no
Hombre;72;Transmilenio;;;;;El Refugio de San Antonio;;;;;;si;no;no;si;vacia;noche;no
Hombre;60;Transmilenio;;;;;El Verbenal;;;;;;no;no;si;no;vacia;dia;no
Hombre;80;Transmilenio;;;;;La Estrellita;;;;;;no;si;no;no;vacia;dia;no
Hombre;15;Transmilenio;;;;;La Frontera;;;;;;no;no;si;no;llena;noche;no
Hombre;59;Transmilenio;;;;;La Llanurita;;;;;;no;si;si;si;llena;dia;no
Mujer;29;Transmilenio;;;;;Los Consuelos;;;;;;no;si;no;si;vacia;dia;no
Hombre;11;Transmilenio;;;;;Marant�;;;;;;si;no;si;si;llena;dia;no
Mujer;69;Transmilenio;;;;;Matur�n;;;;;;no;no;si;si;vacia;noche;no
Hombre;53;Transmilenio;;;;;San Antonio Norte;;;;;;si;no;si;no;llena;noche;no
Hombre;30;Transmilenio;;;;;La Granja Norte;;;;;;si;no;no;no;llena;dia;no
Hombre;18;Transmilenio;;;;;San Juan Bosco;;;;;;si;si;si;no;vacia;dia;no
Mujer;53;Transmilenio;;;;;Los Naranjos;;;;;;si;no;si;no;llena;noche;no
Mujer;41;Transmilenio;;;;;San Juan Bosco;;;;;;no;no;no;si;llena;dia;no
Mujer;46;Transmilenio;;;;;Los Laureles;;;;;;no;no;no;no;vacia;noche;no
Mujer;74;Transmilenio;;;;;El Redil;;;;;;si;no;no;si;vacia;dia;no
Hombre;33;Transmilenio;;;;;La Cita;;;;;;si;no;no;si;llena;noche;no
Mujer;22;Transmilenio;;;;;Santandersito;;;;;;si;si;no;no;llena;dia;no
Mujer;63;Transmilenio;;;;;Antonio Norte;;;;;;no;si;si;no;llena;dia;no
Mujer;77;Transmilenio;;;;;San Crist�bal Norte;;;;;;si;si;no;si;vacia;dia;no
Hombre;75;Transmilenio;;;;;Santa Teresa;;;;;;si;no;no;si;vacia;noche;no
Mujer;49;Transmilenio;;;;;Torcoroma;;;;;;no;no;no;no;llena;dia;no
Mujer;38;Transmilenio;;;;;El Tober�n;;;;;;no;no;si;si;vacia;dia;no
Hombre;62;Transmilenio;;;;;Babilonia;;;;;;no;no;no;no;vacia;dia;no
Hombre;15;Transmilenio;;;;;Estrella del Norte;;;;;;si;si;no;no;vacia;dia;no
Mujer;52;Transmilenio;;;;;Santa M�nica;;;;;;si;no;no;si;vacia;dia;no
Mujer;59;Transmilenio;;;;;Villa Magdala;;;;;;no;no;si;si;llena;noche;no
Hombre;33;Transmilenio;;;;;Villas del Mediterr�neo;;;;;;si;si;si;no;llena;dia;no
Mujer;48;Transmilenio;;;;;Bosque de Pinos;;;;;;si;no;si;no;llena;dia;no
Mujer;18;Transmilenio;;;;;Cedro Salazar;;;;;;si;no;si;no;llena;noche;no
Mujer;27;Transmilenio;;;;;La Sonora;;;;;;no;si;si;si;llena;dia;no
Hombre;16;Transmilenio;;;;;Los Cedros;;;;;;si;si;si;no;vacia;dia;no
Mujer;79;Transmilenio;;;;;Canaima;;;;;;si;no;no;si;llena;dia;no
Hombre;33;Transmilenio;;;;;Torca;;;;;;no;si;no;si;llena;dia;no
Mujer;61;Transmilenio;;;;;La Floresta de La Sabana�;;;;;;si;no;si;si;vacia;noche;no
Mujer;35;Transmilenio;;;;;Altos de Serrezuela;;;;;;si;si;si;no;llena;noche;no
Mujer;26;Transmilenio;;;;;Balcones de Vista;;;;;;no;si;no;no;llena;noche;no
Mujer;46;Transmilenio;;;;;Balmoral�;;;;;;no;si;no;no;llena;noche;no
Mujer;41;Transmilenio;;;;;Buenavista;;;;;;si;no;si;no;vacia;dia;no
Hombre;41;Transmilenio;;;;;El Codito;;;;;;no;no;no;si;llena;noche;no
Mujer;25;Transmilenio;;;;;El Refugio de San Antonio;;;;;;si;no;no;no;vacia;noche;no
Mujer;15;Transmilenio;;;;;El Verbenal;;;;;;no;no;no;no;vacia;dia;no
Hombre;30;Transmilenio;;;;;La Estrellita;;;;;;no;no;no;no;vacia;dia;no
Mujer;14;Transmilenio;;;;;La Frontera;;;;;;no;no;no;no;llena;dia;no
Mujer;24;Transmilenio;;;;;La Llanurita;;;;;;si;si;no;no;llena;dia;no
Mujer;29;Transmilenio;;;;;Los Consuelos;;;;;;no;si;si;si;vacia;noche;no
Mujer;10;Transmilenio;;;;;Marant�;;;;;;si;no;no;no;llena;dia;no
Mujer;16;Transmilenio;;;;;Matur�n;;;;;;si;no;no;si;vacia;noche;no
Hombre;25;Transmilenio;;;;;San Antonio Norte;;;;;;si;no;si;no;llena;dia;no
Mujer;76;Transmilenio;;;;;La Granja Norte;;;;;;si;no;si;si;vacia;noche;no
Mujer;24;Transmilenio;;;;;San Juan Bosco;;;;;;si;no;si;si;vacia;noche;no
Mujer;43;Transmilenio;;;;;Los Naranjos;;;;;;no;no;si;no;vacia;dia;no
Mujer;60;Transmilenio;;;;;San Juan Bosco;;;;;;si;no;no;no;llena;noche;no
Mujer;76;Transmilenio;;;;;Los Laureles;;;;;;si;si;no;no;llena;noche;no
Hombre;69;Transmilenio;;;;;El Redil;;;;;;si;si;si;no;llena;noche;no
Mujer;33;Transmilenio;;;;;La Cita;;;;;;no;si;no;si;vacia;dia;no
Mujer;72;Transmilenio;;;;;Santandersito;;;;;;no;si;si;si;llena;noche;no
Mujer;31;Transmilenio;;;;;Antonio Norte;;;;;;no;no;no;no;llena;dia;no
Mujer;14;Transmilenio;;;;;San Crist�bal Norte;;;;;;no;no;no;si;llena;dia;no
Mujer;62;Transmilenio;;;;;Santa Teresa;;;;;;si;si;no;si;vacia;noche;no
Mujer;47;Transmilenio;;;;;Torcoroma;;;;;;no;no;no;no;llena;noche;no
Hombre;31;Transmilenio;;;;;El Tober�n;;;;;;no;si;no;no;vacia;noche;no
Mujer;47;Transmilenio;;;;;Babilonia;;;;;;no;no;si;si;vacia;dia;no
Hombre;53;Transmilenio;;;;;Estrella del Norte;;;;;;no;no;no;no;llena;dia;no
Mujer;61;Transmilenio;;;;;Santa M�nica;;;;;;no;si;no;no;vacia;dia;no
Mujer;14;Transmilenio;;;;;Villa Magdala;;;;;;si;si;si;si;llena;noche;no
Hombre;80;Transmilenio;;;;;Villas del Mediterr�neo;;;;;;no;no;no;si;llena;noche;no
Mujer;64;Transmilenio;;;;;Bosque de Pinos;;;;;;no;si;no;no;vacia;noche;no
Hombre;32;Transmilenio;;;;;Cedro Salazar;;;;;;si;no;si;si;llena;noche;no
Hombre;11;Transmilenio;;;;;La Sonora;;;;;;no;no;si;si;vacia;dia;no
Hombre;17;Transmilenio;;;;;Los Cedros;;;;;;si;no;si;no;vacia;dia;no
Mujer;38;Transmilenio;;;;;Canaima;;;;;;si;si;si;si;llena;dia;no
Mujer;53;Transmilenio;;;;;Torca;;;;;;si;si;no;si;vacia;noche;no
Mujer;69;Transmilenio;;;;;La Floresta de La Sabana�;;;;;;si;no;si;si;llena;noche;no
Hombre;25;Transmilenio;;;;;Altos de Serrezuela;;;;;;si;no;no;no;vacia;dia;no
Mujer;78;Transmilenio;;;;;Balcones de Vista;;;;;;si;no;no;si;llena;noche;no
Hombre;31;Transmilenio;;;;;Balmoral�;;;;;;no;si;no;no;llena;dia;no
Mujer;20;Transmilenio;;;;;Buenavista;;;;;;no;no;no;no;vacia;noche;no
Hombre;72;Transmilenio;;;;;El Codito;;;;;;si;si;no;si;vacia;dia;no
Hombre;73;Transmilenio;;;;;El Refugio de San Antonio;;;;;;si;no;no;no;vacia;noche;no
Hombre;71;Transmilenio;;;;;El Verbenal;;;;;;no;si;no;no;vacia;dia;no
Hombre;64;Transmilenio;;;;;La Estrellita;;;;;;si;si;no;no;vacia;noche;no
Hombre;78;Transmilenio;;;;;La Frontera;;;;;;si;no;si;no;llena;dia;no
Mujer;37;Transmilenio;;;;;La Llanurita;;;;;;no;no;no;no;vacia;noche;no
Hombre;65;Transmilenio;;;;;Los Consuelos;;;;;;si;no;no;si;vacia;dia;no
Mujer;16;Transmilenio;;;;;Marant�;;;;;;si;si;si;si;vacia;dia;no
Hombre;56;Transmilenio;;;;;Matur�n;;;;;;no;no;si;no;vacia;noche;no
Mujer;60;Transmilenio;;;;;San Antonio Norte;;;;;;no;no;no;si;llena;noche;no
Hombre;62;Transmilenio;;;;;La Granja Norte;;;;;;no;si;no;no;llena;noche;no
Mujer;39;Transmilenio;;;;;San Juan Bosco;;;;;;no;si;no;no;llena;noche;no
Hombre;41;Transmilenio;;;;;Los Naranjos;;;;;;si;si;no;si;vacia;dia;no
Hombre;67;Transmilenio;;;;;San Juan Bosco;;;;;;si;no;no;si;llena;dia;no
Hombre;20;Transmilenio;;;;;Los Laureles;;;;;;si;no;no;no;vacia;dia;no
Hombre;68;Transmilenio;;;;;El Redil;;;;;;no;si;si;no;llena;noche;no
Hombre;51;Transmilenio;;;;;La Cita;;;;;;si;no;no;si;llena;noche;no
Hombre;80;Transmilenio;;;;;Santandersito;;;;;;no;si;si;si;vacia;dia;no
Mujer;49;Transmilenio;;;;;Antonio Norte;;;;;;si;no;no;no;vacia;dia;no
Mujer;15;Transmilenio;;;;;San Crist�bal Norte;;;;;;si;si;no;si;vacia;noche;no
Hombre;52;Transmilenio;;;;;Santa Teresa;;;;;;no;si;no;no;vacia;dia;no
Hombre;79;Transmilenio;;;;;Torcoroma;;;;;;no;no;si;si;llena;dia;no
Hombre;75;Transmilenio;;;;;El Tober�n;;;;;;si;si;no;si;vacia;noche;no
Hombre;25;Transmilenio;;;;;Babilonia;;;;;;si;si;si;si;llena;noche;no
Mujer;60;Transmilenio;;;;;Estrella del Norte;;;;;;si;no;si;si;vacia;dia;no
Mujer;76;Transmilenio;;;;;Santa M�nica;;;;;;no;si;no;si;vacia;noche;no
Mujer;74;Transmilenio;;;;;Villa Magdala;;;;;;no;no;no;no;vacia;noche;no
Mujer;62;Transmilenio;;;;;Villas del Mediterr�neo;;;;;;no;no;si;si;vacia;noche;no
Mujer;66;Transmilenio;;;;;Bosque de Pinos;;;;;;si;no;si;si;llena;noche;no
Hombre;58;Transmilenio;;;;;Cedro Salazar;;;;;;si;si;si;no;vacia;noche;no
Mujer;28;Transmilenio;;;;;La Sonora;;;;;;no;no;no;no;llena;dia;no
Mujer;17;Transmilenio;;;;;Los Cedros;;;;;;no;si;si;si;llena;noche;no
Hombre;61;Transmilenio;;;;;Canaima;;;;;;no;si;si;si;llena;noche;no
Mujer;68;Transmilenio;;;;;Torca;;;;;;no;no;no;no;vacia;dia;no
Hombre;58;Transmilenio;;;;;La Floresta de La Sabana�;;;;;;si;no;si;no;llena;dia;no
Mujer;66;Transmilenio;;;;;Altos de Serrezuela;;;;;;no;no;no;no;vacia;noche;no
Mujer;67;Transmilenio;;;;;Balcones de Vista;;;;;;si;si;no;no;llena;noche;no
Mujer;18;Transmilenio;;;;;Balmoral�;;;;;;si;si;si;no;vacia;noche;no
Mujer;70;Transmilenio;;;;;Buenavista;;;;;;si;no;si;si;llena;dia;no
Mujer;69;Transmilenio;;;;;El Codito;;;;;;si;no;si;no;llena;noche;no
Mujer;44;Transmilenio;;;;;El Refugio de San Antonio;;;;;;si;si;no;si;vacia;noche;no
Hombre;36;Transmilenio;;;;;El Verbenal;;;;;;si;no;no;no;vacia;dia;no
Mujer;71;Transmilenio;;;;;La Estrellita;;;;;;no;no;si;si;vacia;dia;no
Mujer;44;Transmilenio;;;;;La Frontera;;;;;;si;si;no;si;llena;dia;no
Mujer;22;Transmilenio;;;;;La Llanurita;;;;;;no;si;si;no;llena;noche;no
Hombre;62;Transmilenio;;;;;Los Consuelos;;;;;;si;no;no;si;llena;dia;no
Hombre;69;Transmilenio;;;;;Marant�;;;;;;no;si;si;si;vacia;noche;no
Hombre;23;Transmilenio;;;;;Matur�n;;;;;;si;si;si;si;llena;dia;no
Hombre;11;Transmilenio;;;;;San Antonio Norte;;;;;;no;no;si;no;llena;noche;no
Hombre;29;Transmilenio;;;;;La Granja Norte;;;;;;no;si;si;no;vacia;dia;no
Hombre;72;Transmilenio;;;;;San Juan Bosco;;;;;;si;si;si;si;vacia;dia;no
Hombre;35;Transmilenio;;;;;Los Naranjos;;;;;;no;si;si;no;llena;noche;no
Mujer;68;Transmilenio;;;;;San Juan Bosco;;;;;;si;no;no;si;llena;dia;no
Hombre;48;Transmilenio;;;;;Los Laureles;;;;;;no;si;no;no;vacia;dia;no
Hombre;43;Transmilenio;;;;;El Redil;;;;;;no;si;si;no;llena;dia;no
Hombre;75;Transmilenio;;;;;La Cita;;;;;;no;si;si;no;vacia;dia;no
Hombre;26;Transmilenio;;;;;Santandersito;;;;;;no;no;si;no;vacia;dia;no
Mujer;43;Transmilenio;;;;;Antonio Norte;;;;;;no;si;si;si;vacia;dia;no
Hombre;20;Transmilenio;;;;;San Crist�bal Norte;;;;;;no;si;no;no;vacia;dia;no
Mujer;75;Transmilenio;;;;;Santa Teresa;;;;;;si;no;no;no;vacia;dia;no
Hombre;53;Transmilenio;;;;;Torcoroma;;;;;;si;no;si;no;vacia;dia;no
Mujer;49;Transmilenio;;;;;El Tober�n;;;;;;si;no;si;no;vacia;noche;no
Hombre;64;Transmilenio;;;;;Babilonia;;;;;;si;no;si;si;llena;noche;no
Hombre;12;Transmilenio;;;;;Estrella del Norte;;;;;;no;si;no;si;llena;noche;no
Hombre;40;Transmilenio;;;;;Santa M�nica;;;;;;si;si;si;no;llena;dia;no
Hombre;55;Transmilenio;;;;;Villa Magdala;;;;;;no;no;si;no;vacia;dia;no
Mujer;29;Transmilenio;;;;;Villas del Mediterr�neo;;;;;;no;no;no;si;llena;noche;no
Mujer;55;Transmilenio;;;;;Bosque de Pinos;;;;;;no;si;no;si;vacia;noche;no
Mujer;33;Transmilenio;;;;;Cedro Salazar;;;;;;si;no;no;si;llena;noche;no
Mujer;18;Transmilenio;;;;;La Sonora;;;;;;si;si;si;si;vacia;dia;no
Mujer;75;Transmilenio;;;;;Los Cedros;;;;;;no;si;si;si;vacia;noche;no
Hombre;37;Transmilenio;;;;;Canaima;;;;;;no;no;no;si;llena;dia;no
Mujer;40;Transmilenio;;;;;Torca;;;;;;no;no;no;si;vacia;dia;no
Mujer;41;Transmilenio;;;;;La Floresta de La Sabana�;;;;;;si;si;no;no;vacia;dia;no
Mujer;11;Transmilenio;;;;;Altos de Serrezuela;;;;;;no;si;no;no;vacia;dia;no
Mujer;77;Transmilenio;;;;;Balcones de Vista;;;;;;no;no;si;no;llena;dia;no
Hombre;35;Transmilenio;;;;;Balmoral�;;;;;;si;no;si;si;vacia;noche;no
Mujer;78;Transmilenio;;;;;Buenavista;;;;;;no;si;si;no;vacia;dia;no
Hombre;76;Transmilenio;;;;;El Codito;;;;;;no;no;no;si;vacia;noche;no
Hombre;61;Transmilenio;;;;;El Refugio de San Antonio;;;;;;no;no;no;si;vacia;noche;no
Hombre;34;Transmilenio;;;;;El Verbenal;;;;;;no;si;si;no;llena;noche;no
Mujer;26;Transmilenio;;;;;La Estrellita;;;;;;si;no;si;no;vacia;dia;no
Mujer;24;Transmilenio;;;;;La Frontera;;;;;;no;no;no;no;vacia;dia;no
Mujer;25;Transmilenio;;;;;La Llanurita;;;;;;si;si;si;si;vacia;dia;no
Mujer;61;Transmilenio;;;;;Los Consuelos;;;;;;no;si;si;si;llena;noche;no
Mujer;71;Transmilenio;;;;;Marant�;;;;;;no;no;no;si;llena;dia;no
Mujer;31;Transmilenio;;;;;Matur�n;;;;;;si;si;si;si;llena;noche;no
Mujer;41;Transmilenio;;;;;San Antonio Norte;;;;;;no;si;no;si;vacia;noche;no
Mujer;62;Transmilenio;;;;;La Granja Norte;;;;;;no;si;si;si;vacia;dia;no
Mujer;14;Transmilenio;;;;;San Juan Bosco;;;;;;si;si;no;no;vacia;dia;no
Mujer;24;Transmilenio;;;;;Los Naranjos;;;;;;si;si;si;si;llena;dia;no
Mujer;42;Transmilenio;;;;;San Juan Bosco;;;;;;no;no;si;si;llena;noche;no
Hombre;68;Transmilenio;;;;;Los Laureles;;;;;;si;no;no;si;vacia;dia;no
Mujer;69;Transmilenio;;;;;El Redil;;;;;;si;si;si;si;vacia;dia;no
Hombre;73;Transmilenio;;;;;La Cita;;;;;;no;no;si;si;vacia;dia;no
Hombre;58;Transmilenio;;;;;Santandersito;;;;;;si;no;si;no;llena;dia;no
Mujer;27;Transmilenio;;;;;Antonio Norte;;;;;;si;si;si;si;llena;dia;no
Mujer;36;Transmilenio;;;;;San Crist�bal Norte;;;;;;no;si;no;no;vacia;noche;no
Hombre;54;Transmilenio;;;;;Santa Teresa;;;;;;no;no;no;si;vacia;noche;no
Hombre;67;Transmilenio;;;;;Torcoroma;;;;;;no;si;no;no;llena;noche;no
Mujer;36;Transmilenio;;;;;El Tober�n;;;;;;no;si;no;no;llena;dia;no
Hombre;63;Transmilenio;;;;;Babilonia;;;;;;no;si;no;si;vacia;noche;no
Hombre;50;Transmilenio;;;;;Estrella del Norte;;;;;;si;si;si;no;vacia;dia;no
Hombre;13;Transmilenio;;;;;Santa M�nica;;;;;;si;si;si;si;llena;dia;no
Mujer;69;Transmilenio;;;;;Villa Magdala;;;;;;si;no;no;no;vacia;noche;no
Hombre;33;Transmilenio;;;;;Villas del Mediterr�neo;;;;;;si;si;si;no;vacia;noche;no
Mujer;75;Transmilenio;;;;;Bosque de Pinos;;;;;;no;no;no;no;llena;noche;no
Hombre;68;Transmilenio;;;;;Cedro Salazar;;;;;;no;si;si;si;llena;noche;no
Hombre;19;Transmilenio;;;;;La Sonora;;;;;;si;si;si;si;llena;dia;no
Hombre;45;Transmilenio;;;;;Los Cedros;;;;;;no;si;no;si;llena;dia;no
Mujer;45;Transmilenio;;;;;Canaima;;;;;;si;si;no;si;llena;dia;no
Mujer;50;Transmilenio;;;;;Torca;;;;;;si;no;no;no;vacia;dia;no
Hombre;16;Transmilenio;;;;;La Floresta de La Sabana�;;;;;;si;si;si;no;vacia;noche;no
Hombre;67;Transmilenio;;;;;Altos de Serrezuela;;;;;;no;no;no;si;vacia;noche;no
Hombre;40;Transmilenio;;;;;Balcones de Vista;;;;;;no;no;no;si;vacia;noche;no
Hombre;46;Transmilenio;;;;;Balmoral�;;;;;;no;no;no;no;llena;dia;no
Hombre;20;Transmilenio;;;;;Buenavista;;;;;;si;si;no;no;vacia;noche;no
Hombre;49;Transmilenio;;;;;El Codito;;;;;;si;si;si;no;llena;dia;no
Hombre;50;Transmilenio;;;;;El Refugio de San Antonio;;;;;;si;no;no;si;vacia;noche;no
Mujer;41;Transmilenio;;;;;El Verbenal;;;;;;no;no;si;no;llena;dia;no
Hombre;36;Transmilenio;;;;;La Estrellita;;;;;;si;no;no;no;vacia;noche;no
Mujer;66;Transmilenio;;;;;La Frontera;;;;;;si;no;si;no;vacia;noche;no
Hombre;17;Transmilenio;;;;;La Llanurita;;;;;;si;no;no;si;llena;noche;no
Hombre;52;Transmilenio;;;;;Los Consuelos;;;;;;si;no;si;no;vacia;dia;no
Mujer;34;Transmilenio;;;;;Marant�;;;;;;no;no;si;si;llena;noche;no
Mujer;36;Transmilenio;;;;;Matur�n;;;;;;no;no;si;no;llena;noche;no
Mujer;41;Transmilenio;;;;;San Antonio Norte;;;;;;no;no;no;no;llena;noche;no
Mujer;12;Transmilenio;;;;;La Granja Norte;;;;;;si;no;no;no;llena;dia;no
Mujer;19;Transmilenio;;;;;San Juan Bosco;;;;;;no;si;si;no;llena;noche;no
Mujer;53;Transmilenio;;;;;Los Naranjos;;;;;;no;no;si;si;llena;noche;no
Mujer;27;Transmilenio;;;;;San Juan Bosco;;;;;;no;si;no;si;llena;noche;no
Mujer;76;Transmilenio;;;;;Los Laureles;;;;;;si;no;si;si;llena;dia;no
Mujer;32;Transmilenio;;;;;El Redil;;;;;;si;no;si;si;vacia;noche;no
Mujer;60;Transmilenio;;;;;La Cita;;;;;;si;si;si;no;vacia;noche;no
Mujer;44;Transmilenio;;;;;Santandersito;;;;;;no;si;si;no;llena;noche;no
Mujer;22;Transmilenio;;;;;Antonio Norte;;;;;;si;si;no;si;vacia;dia;no
Hombre;40;Transmilenio;;;;;San Crist�bal Norte;;;;;;si;no;si;no;vacia;dia;no
Hombre;70;Transmilenio;;;;;Santa Teresa;;;;;;si;si;si;no;vacia;noche;no
Mujer;41;Transmilenio;;;;;Torcoroma;;;;;;no;no;si;no;llena;noche;no
Mujer;11;Transmilenio;;;;;El Tober�n;;;;;;si;no;no;si;vacia;noche;no
Mujer;67;Transmilenio;;;;;Babilonia;;;;;;si;si;no;si;llena;noche;no
Hombre;24;Transmilenio;;;;;Estrella del Norte;;;;;;si;si;no;si;llena;dia;no
Mujer;40;Transmilenio;;;;;Santa M�nica;;;;;;no;no;si;no;vacia;dia;no
Hombre;64;Transmilenio;;;;;Villa Magdala;;;;;;si;no;no;si;vacia;noche;no
Hombre;40;Transmilenio;;;;;Villas del Mediterr�neo;;;;;;si;si;si;si;llena;noche;no
Hombre;30;Transmilenio;;;;;Bosque de Pinos;;;;;;no;si;si;no;vacia;noche;no
Hombre;54;Transmilenio;;;;;Cedro Salazar;;;;;;no;si;no;si;llena;noche;no
Mujer;78;Transmilenio;;;;;La Sonora;;;;;;no;no;no;no;vacia;noche;no
Mujer;28;Transmilenio;;;;;Los Cedros;;;;;;si;si;no;no;llena;noche;no
Mujer;33;Transmilenio;;;;;Canaima;;;;;;no;si;si;si;vacia;dia;no
Hombre;72;Transmilenio;;;;;Torca;;;;;;si;si;si;no;vacia;noche;no
Mujer;62;Transmilenio;;;;;La Floresta de La Sabana�;;;;;;si;no;no;si;llena;noche;no
Mujer;24;Transmilenio;;;;;Altos de Serrezuela;;;;;;no;si;no;no;vacia;noche;no
Hombre;45;Transmilenio;;;;;Balcones de Vista;;;;;;no;si;no;no;vacia;noche;no
Hombre;21;Transmilenio;;;;;Balmoral�;;;;;;si;si;no;si;vacia;dia;no
Hombre;63;Transmilenio;;;;;Buenavista;;;;;;no;si;no;si;llena;dia;no
Mujer;71;Transmilenio;;;;;El Codito;;;;;;si;no;si;no;llena;noche;no
Hombre;18;Transmilenio;;;;;El Refugio de San Antonio;;;;;;no;si;no;si;vacia;dia;no
Mujer;60;Transmilenio;;;;;El Verbenal;;;;;;no;no;no;si;vacia;noche;no
Hombre;56;Transmilenio;;;;;La Estrellita;;;;;;si;no;si;no;vacia;noche;no
Mujer;59;Transmilenio;;;;;La Frontera;;;;;;si;no;si;no;llena;noche;no
Hombre;39;Transmilenio;;;;;La Llanurita;;;;;;no;no;no;no;vacia;dia;no
Mujer;60;Transmilenio;;;;;Los Consuelos;;;;;;no;si;no;si;llena;dia;no
Hombre;24;Transmilenio;;;;;Marant�;;;;;;no;no;si;no;vacia;noche;no
Mujer;45;Transmilenio;;;;;Matur�n;;;;;;si;si;no;no;vacia;noche;no
Mujer;43;Transmilenio;;;;;San Antonio Norte;;;;;;no;no;si;si;llena;dia;no
Mujer;25;Transmilenio;;;;;La Granja Norte;;;;;;no;si;no;si;vacia;noche;no
Hombre;64;Transmilenio;;;;;San Juan Bosco;;;;;;si;no;no;si;vacia;noche;no
Hombre;11;Transmilenio;;;;;Los Naranjos;;;;;;no;si;si;no;vacia;noche;no
Mujer;51;Transmilenio;;;;;San Juan Bosco;;;;;;no;no;si;no;llena;dia;no
Mujer;15;Transmilenio;;;;;Los Laureles;;;;;;si;si;si;si;llena;dia;no
Mujer;13;Transmilenio;;;;;El Redil;;;;;;si;no;si;si;vacia;dia;no
Hombre;30;Transmilenio;;;;;La Cita;;;;;;no;si;no;si;vacia;noche;no
Mujer;12;Transmilenio;;;;;Santandersito;;;;;;si;no;si;si;vacia;noche;no
Mujer;73;Transmilenio;;;;;Antonio Norte;;;;;;no;si;si;si;llena;dia;no
Mujer;15;Transmilenio;;;;;San Crist�bal Norte;;;;;;si;no;no;no;vacia;noche;no
Mujer;27;Transmilenio;;;;;Santa Teresa;;;;;;no;no;no;si;llena;noche;no
Hombre;80;Transmilenio;;;;;Torcoroma;;;;;;no;si;no;no;vacia;dia;no
Hombre;54;Transmilenio;;;;;El Tober�n;;;;;;si;no;si;si;vacia;noche;no
Hombre;29;Transmilenio;;;;;Babilonia;;;;;;no;no;no;si;llena;noche;no
Hombre;20;Transmilenio;;;;;Estrella del Norte;;;;;;no;no;si;si;llena;dia;no
Hombre;48;Transmilenio;;;;;Santa M�nica;;;;;;no;si;no;no;vacia;noche;no
Hombre;18;Transmilenio;;;;;Villa Magdala;;;;;;si;no;si;no;llena;noche;no
Mujer;71;Transmilenio;;;;;Villas del Mediterr�neo;;;;;;si;si;no;si;vacia;dia;no
Hombre;50;Transmilenio;;;;;Bosque de Pinos;;;;;;si;no;si;si;vacia;dia;no
Mujer;73;Transmilenio;;;;;Cedro Salazar;;;;;;si;si;si;no;llena;noche;no
Mujer;61;Transmilenio;;;;;La Sonora;;;;;;no;si;si;no;llena;dia;no
Hombre;63;Transmilenio;;;;;Los Cedros;;;;;;si;si;si;no;llena;dia;no
Mujer;12;Transmilenio;;;;;Canaima;;;;;;si;si;si;no;vacia;noche;no
Hombre;22;Transmilenio;;;;;Torca;;;;;;si;si;no;no;llena;noche;no
Hombre;72;Transmilenio;;;;;La Floresta de La Sabana�;;;;;;si;no;no;si;llena;noche;no
Mujer;36;Transmilenio;;;;;Altos de Serrezuela;;;;;;no;no;si;no;llena;dia;no
Hombre;44;Transmilenio;;;;;Balcones de Vista;;;;;;no;si;no;si;vacia;dia;no
Mujer;32;Transmilenio;;;;;Balmoral�;;;;;;no;si;si;si;llena;noche;no
Mujer;75;Transmilenio;;;;;Buenavista;;;;;;no;no;si;no;llena;noche;no
Hombre;80;Transmilenio;;;;;El Codito;;;;;;no;no;si;si;vacia;dia;no
Hombre;57;Transmilenio;;;;;El Refugio de San Antonio;;;;;;si;no;si;si;vacia;noche;no
Hombre;72;Transmilenio;;;;;El Verbenal;;;;;;si;si;no;no;vacia;noche;no
Mujer;38;Transmilenio;;;;;La Estrellita;;;;;;no;si;si;no;vacia;noche;no
Mujer;41;Transmilenio;;;;;La Frontera;;;;;;si;no;no;no;vacia;noche;no
Hombre;53;Transmilenio;;;;;La Llanurita;;;;;;no;si;no;si;llena;dia;no
Mujer;48;Transmilenio;;;;;Los Consuelos;;;;;;no;si;si;si;llena;dia;no
Mujer;47;Transmilenio;;;;;Marant�;;;;;;no;si;si;no;vacia;noche;no
